cid,drug_name,smiles,molecular_formula,molecular_weight
9740,Cyanoacetic acid,C(C#N)C(=O)O,C3H3NO2,85.06
9741,"1,3-Difluorobenzene",C1=CC(=CC(=C1)F)F,C6H4F2,114.09
9742,3-Fluoroaniline,C1=CC(=CC(=C1)F)N,C6H6FN,111.12
9743,3-Fluorophenol,C1=CC(=CC(=C1)F)O,C6H5FO,112.10
9744,Ethyl 4-fluoro-3-oxobutanoate,CCOC(=O)CC(=O)CF,C6H9FO3,148.13
9745,"1,3,5-Trifluorobenzene",C1=C(C=C(C=C1F)F)F,C6H3F3,132.08
9746,2-Fluoropyridine,C1=CC=NC(=C1)F,C5H4FN,97.09
9747,"Hexanesulfonyl chloride, 6-fluoro-",C(CCCS(=O)(=O)Cl)CCF,C6H12ClFO2S,202.68
9748,"Hexanesulfonyl fluoride, 6-fluoro-",C(CCCS(=O)(=O)F)CCF,C6H12F2O2S,186.22
9749,"Acetic acid, (2-fluoroacetamido)-, ethyl ester",CCOC(=O)CNC(=O)CF,C6H10FNO3,163.15
9750,Citrulline,C(CC(C(=O)O)N)CNC(=O)N,C6H13N3O3,175.19
9751,"Acetic acid, fluoro-, ethylene ester",C(COC(=O)CF)OC(=O)CF,C6H8F2O4,182.12
9752,"Butane, 4-fluoro-1-nitro-",C(CCF)C[N+](=O)[O-],C4H8FNO2,121.11
9753,"Butane, 1,4-difluoro-",C(CCF)CF,C4H8F2,94.10
9754,1-Fluoro-4-iodobutane,C(CCI)CF,C4H8FI,202.01
9755,4-Fluorobutan-1-ol,C(CCF)CO,C4H9FO,92.11
9756,Nickel Acetate,CC(=O)[O-].CC(=O)[O-].[Ni+2],C4H6NiO4,176.78
9757,"Acetamide, N-(4-fluorobutyl)-",CC(=O)NCCCCF,C6H12FNO,133.16
9758,"Acetic acid, 4-fluorobutyl ester",CC(=O)OCCCCF,C6H11FO2,134.15
9759,"Acetic acid, thio-, S-(4-fluorobutyl) ester",CC(=O)SCCCCF,C6H11FOS,150.22
9760,1-Fluorohexane,CCCCCCF,C6H13F,104.17
9761,"1-Hexene, 6-fluoro-",C=CCCCCF,C6H11F,102.15
9762,"1-Hexyne, 6-fluoro-",C#CCCCCF,C6H9F,100.13
9763,2-(2-Fluoroethoxy)ethan-1-ol,C(COCCF)O,C4H9FO2,108.11
9764,"Dodecanoic acid, 12-fluoro-, ethyl ester",CCOC(=O)CCCCCCCCCCCF,C14H27FO2,246.36
9765,1-Bromo-6-fluorohexane,C(CCCBr)CCF,C6H12BrF,183.06
9766,"Hexane, 1-fluoro-6-iodo-",C(CCCI)CCF,C6H12FI,230.06
9767,"Hexanonitrile, 6-fluoro-",C(CCC#N)CCF,C6H10FN,115.15
9768,"Hexanol, 6-fluoro-",C(CCCF)CCO,C6H13FO,120.17
9769,"Hexanal, 6-fluoro-",C(CCC=O)CCF,C6H11FO,118.15
9770,1-Fluoro-5-methoxypentane,COCCCCCF,C6H13FO,120.17
9771,2-[2-(2-Fluoroethoxy)ethoxy]ethan-1-ol,C(COCCOCCF)O,C6H13FO3,152.16
9772,"2,2,2-Trifluoroethylamine hydrochloride",C(C(F)(F)F)N.Cl,C2H5ClF3N,135.51
9773,"Ethanamine, 2,2,2-trifluoro-",C(C(F)(F)F)N,C2H4F3N,99.06
9774,"1,1,1-Trifluoro-2-propanol",CC(C(F)(F)F)O,C3H5F3O,114.07
9775,"1,1-Dichloro-1,2,2,2-tetrafluoroethane",C(C(F)(Cl)Cl)(F)(F)F,C2Cl2F4,170.92
9776,Heptafluorobutanol,C(C(C(C(F)(F)F)(F)F)(F)F)O,C4H3F7O,200.05
9777,Heptafluorobutyric acid,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,C4HF7O2,214.04
9778,1H-Perfluoroheptane,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C7HF15,370.06
9779,"1-Nonanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluoro-",C(C(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C9H4F16O,432.10
9780,"Isocyanic acid, 2,2,3,3,4,4,4-heptafluorobutyl ester",C(C(C(C(F)(F)F)(F)F)(F)F)N=C=O,C5H2F7NO,225.06
9781,"17-acetyl-9-fluoro-11-hydroxy-6,10,13-trimethyl-2,6,7,8,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-one",CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)CC4)C)F)O)C)C(=O)C,C22H31FO3,362.5
9782,Betamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,C22H29FO5,392.5
9783,"Propanoic acid, 2,2,3,3,3-pentafluoro-, methyl ester",COC(=O)C(C(F)(F)F)(F)F,C4H3F5O2,178.06
9784,"Barbituric acid, 5-(m-chlorophenyl)-5-ethyl-",CCC1(C(=O)NC(=O)NC1=O)C2=CC(=CC=C2)Cl,C12H11ClN2O3,266.68
9785,Hydroxyphenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=C(C=C2)O,C12H12N2O4,248.23
9786,Triphenyltin fluoride,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)F,C18H15FSn,369.0
9787,Ergotamine Tartrate,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C.CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C.C(C(C(=O)O)O)(C(=O)O)O,C70H76N10O16,1313.4
9788,Difluoroacetic acid,C(C(=O)O)(F)F,C2H2F2O2,96.03
9789,2-Trifluoromethyl acrylonitrile,C=C(C#N)C(F)(F)F,C4H2F3N,121.06
9790,"1,2-Dichloro-3,3-difluorobutane",CC(C(CCl)Cl)(F)F,C4H6Cl2F2,162.99
9791,"4-Androsten-3,11,17-trione",CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4=O)C,C19H24O3,300.4
9792,"Pregn-4-ene-3,20-dione, 9-fluoro-11,17,21-trihydroxy-2-methyl-, (11beta)-",CC1CC2(C(=CC1=O)CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F)C,C22H31FO5,394.5
9793,Deoxymethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,C22H29FO4,376.5
9794,Ethyl trifluoroacetate,CCOC(=O)C(F)(F)F,C4H5F3O2,142.08
9795,"2-Nitro-alpha,alpha,alpha-trifluorotoluene",C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-],C7H4F3NO2,191.11
9796,"2,6-Difluorobenzoic acid",C1=CC(=C(C(=C1)F)C(=O)O)F,C7H4F2O2,158.10
9797,"Tetrabenzo(de,hi,mn,qr)naphthacene",C1=CC2=C3C(=C1)C4=C(C5=CC=CC(=C53)C=C2)C6=CC=CC7=C6C8=C(C=CC=C84)C=C7,C30H16,376.4
9798,"Benzo(p)naphtho(1,8,7-ghi)chrysene",C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2C5=CC=CC6=C5C7=C(C=CC=C74)C=C6,C28H16,352.4
9799,"6-Fluoro-11,17,21-trihydroxy-16-methylpregn-4-ene-3,20-dione",CC1CC2C3CC(C4=CC(=O)CCC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F,C22H31FO5,394.5
9800,"2-(4-(3-(2-Chloro-10H-phenothiazin-10-yl)propyl)-1-piperazinyl)ethyl 3,4,5-trimethoxybenzoate",COC1=CC(=CC(=C1OC)OC)C(=O)OCCN2CCN(CC2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl,C31H36ClN3O5S,598.2
9801,Prenylamine,CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,C24H27N,329.5
9802,"Acetamide, N,N'-fluoren-2,7-ylenebis(trifluoro-",C1C2=C(C=CC(=C2)NC(=O)C(F)(F)F)C3=C1C=C(C=C3)NC(=O)C(F)(F)F,C17H10F6N2O2,388.26
9803,"Triethyl-2-(3,4,5-trimethoxybenzoyloxy)ethylammonium tosylate",CC[N+](CC)(CC)CCOC(=O)C1=C(C(=C(C=C1)OC)OC)OC.CC1=CC=C(C=C1)S(=O)(=O)[O-],C25H37NO8S,511.6
9804,"Triethyl(2-hydroxyethyl)ammonium 3,4,5-trimethoxybenzoate",CC[N+](CC)(CC)CCOC(=O)C1=C(C(=C(C=C1)OC)OC)OC,C18H30NO5+,340.4
9805,Hexafluorobenzene,C1(=C(C(=C(C(=C1F)F)F)F)F)F,C6F6,186.05
9806,"Benzene, 1-bromo-2-(trifluoromethyl)-",C1=CC=C(C(=C1)C(F)(F)F)Br,C7H4BrF3,225.01
9807,"Benzene, 1-fluoro-2-(trifluoromethyl)-",C1=CC=C(C(=C1)C(F)(F)F)F,C7H4F4,164.10
9808,2-Fluorobenzoyl chloride,C1=CC=C(C(=C1)C(=O)Cl)F,C7H4ClFO,158.56
9809,"4-Chloro-3,5-dinitrobenzotrifluoride",C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C(F)(F)F,C7H2ClF3N2O4,270.55
9810,p-Fluorotripelennamine,CN(C)CCN(CC1=CC=C(C=C1)F)C2=CC=CC=N2,C16H20FN3,273.35
9811,"4,4'-Difluoro-1,1'-biphenyl",C1=CC(=CC=C1C2=CC=C(C=C2)F)F,C12H8F2,190.19
9812,"N-(4'-fluoro(1,1'-biphenyl)-4-yl)acetamide",CC(=O)NC1=CC=C(C=C1)C2=CC=C(C=C2)F,C14H12FNO,229.25
9813,5'-Chloro-2'-fluoroacetanilide,CC(=O)NC1=C(C=CC(=C1)Cl)F,C8H7ClFNO,187.60
9814,"2,6-Bis(trifluoromethyl)-1H-benzimidazole",C1=CC2=C(C=C1C(F)(F)F)NC(=N2)C(F)(F)F,C9H4F6N2,254.13
9815,"2-Chloro-1,1,1,4,4,4-hexafluoro-2-butene",C(=C(C(F)(F)F)Cl)C(F)(F)F,C4HClF6,198.49
9816,2-Nitro-4-(trifluoromethyl)phenol,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])O,C7H4F3NO3,207.11
9817,"Benzene, 1-bromo-3-(trifluoromethyl)-",C1=CC(=CC(=C1)Br)C(F)(F)F,C7H4BrF3,225.01
9818,"1,2-Bis(trifluoromethyl)benzene",C1=CC=C(C(=C1)C(F)(F)F)C(F)(F)F,C8H4F6,214.11
9819,3-Isocyanatobenzenesulfonyl fluoride,C1=CC(=CC(=C1)S(=O)(=O)F)N=C=O,C7H4FNO3S,201.18
9820,"4,4'-(3-Oxo-1,5-pentanediyl)bis(N,N-dimethyl-N-2-propenylbenzenaminium) dibromide",C[N+](C)(CC=C)C1=CC=C(C=C1)CCC(=O)CCC2=CC=C(C=C2)[N+](C)(C)CC=C.[Br-].[Br-],C27H38Br2N2O,566.4
9821,P-Nitrobenzotrifluoride,C1=CC(=CC=C1C(F)(F)F)[N+](=O)[O-],C7H4F3NO2,191.11
9822,5-methyl-1H-pyrazole-3-carboxylic acid,CC1=CC(=NN1)C(=O)O,C5H6N2O2,126.11
9823,1-Fluoro-3-nitrobenzene,C1=CC(=CC(=C1)F)[N+](=O)[O-],C6H4FNO2,141.10
9824,N-(3-Chloro-2-oxo-1-(phenylmethyl)propyl)-4-methylbenzenesulfonamide,CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)CCl,C17H18ClNO3S,351.8
9825,2-Fluoro-4-nitrophenol,C1=CC(=C(C=C1[N+](=O)[O-])F)O,C6H4FNO3,157.10
9826,2-Amino-1-(4-fluorophenyl)ethan-1-ol--hydrogen chloride (1/1),C1=CC(=CC=C1C(CN)O)F.Cl,C8H11ClFNO,191.63
9827,2-Amino-1-(4-fluorophenyl)ethan-1-ol,C1=CC(=CC=C1C(CN)O)F,C8H10FNO,155.17
9828,4'-Fluoroacetophenone,CC(=O)C1=CC=C(C=C1)F,C8H7FO,138.14
9829,Phenyl fluoroacetate,C1=CC=C(C=C1)OC(=O)CF,C8H7FO2,154.14
9830,"N-(4-Chlorophenyl)-2,2,2-trifluoroacetamide",C1=CC(=CC=C1NC(=O)C(F)(F)F)Cl,C8H5ClF3NO,223.58
9831,"p-Acetotoluidide, 2-fluoro-",CC1=CC=C(C=C1)NC(=O)CF,C9H10FNO,167.18
9832,"Acetanilide, 4'-chloro-2-fluoro-",C1=CC(=CC=C1NC(=O)CF)Cl,C8H7ClFNO,187.60
9833,"Acetanilide, 2,4'-difluoro-",C1=CC(=CC=C1NC(=O)CF)F,C8H7F2NO,171.14
9834,3-Fluorophenyl isothiocyanate,C1=CC(=CC(=C1)F)N=C=S,C7H4FNS,153.18
9835,"Hydrazinecarboxamide,1-(2-hydroxyethyl)-2-[(5-nitro-2-furanyl)methylene]-",C1=C(OC(=C1)[N+](=O)[O-])C=NN(CCO)C(=O)N,C8H10N4O5,242.19
9836,Fluorbenside,C1=CC(=CC=C1CSC2=CC=C(C=C2)F)Cl,C13H10ClFS,252.73
9837,2-(4-Fluorophenyl)acetic acid,C1=CC(=CC=C1CC(=O)O)F,C8H7FO2,154.14
9838,4-Dimethylamino-4'-trifluoromethylazobenzene,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C(F)(F)F,C15H14F3N3,293.29
9839,"Acetic acid, fluoro-, isopropyl ester",CC(C)OC(=O)CF,C5H9FO2,120.12
9840,"Ethanol, 2-fluoro-, 1,1'-carbonate",C(CF)OC(=O)OCCF,C5H8F2O3,154.11
9841,"Butyric acid, 4-fluoro-, methyl ester",COC(=O)CCCF,C5H9FO2,120.12
9842,"Acetic acid, fluoro-, allyl ester",C=CCOC(=O)CF,C5H7FO2,118.11
9843,"Acetic acid, fluorothio-, S-(2-chloroethyl) ester",C(CCl)SC(=O)CF,C4H6ClFOS,156.61
9844,Fluroxene,C=COCC(F)(F)F,C4H5F3O,126.08
9845,Trifluoroacetic anhydride,C(=O)(C(F)(F)F)OC(=O)C(F)(F)F,C4F6O3,210.03
9846,"Hexanoic acid, 6-bromo-, 2-fluoroethyl ester",C(CCC(=O)OCCF)CCBr,C8H14BrFO2,241.10
9847,"(E)-1,4-difluorobut-2-ene",C(C=CCF)F,C4H6F2,92.09
9848,"Butyronitrile, 4-fluoro-",C(CC#N)CF,C4H6FN,87.10
9849,"1,1-Difluoroheptane",CCCCCCC(F)F,C7H14F2,136.18
9850,"Isocyanic acid, 3-fluoropropyl ester",C(CN=C=O)CF,C4H6FNO,103.09
9851,"Hexadecanoic acid, 16-fluoro-, ethyl ester",CCOC(=O)CCCCCCCCCCCCCCCF,C18H35FO2,302.5
9852,"Hexane, 6-fluoro-1-nitro-",C(CCCF)CC[N+](=O)[O-],C6H12FNO2,149.16
9853,"Hexanethiol, 6-fluoro-",C(CCCS)CCF,C6H13FS,136.23
9854,"1-Octyne, 8-fluoro-",C#CCCCCCCF,C8H13F,128.19
9855,"Heptanol, 7-fluoro-",C(CCCO)CCCF,C7H15FO,134.19
9856,"1-Octanol, 8-fluoro-",C(CCCCF)CCCO,C8H17FO,148.22
9857,,CCCCCCCCCCCCCCCC(=O)[O-].[Na+],C16H31NaO2,278.41
9858,"Octadecanoic acid, 18-fluoro-",C(CCCCCCCCC(=O)O)CCCCCCCCF,C18H35FO2,302.5
9859,"Hexadecane, 1,16-difluoro-",C(CCCCCCCCF)CCCCCCCF,C16H32F2,262.42
9860,"Octadecane, 1,18-difluoro-",C(CCCCCCCCCF)CCCCCCCCF,C18H36F2,290.5
9861,"Octadecanol, 18-fluoro-",C(CCCCCCCCCF)CCCCCCCCO,C18H37FO,288.5
9862,6-Methyl-5-hepten-2-one,CC(=CCCC(=O)C)C,C8H14O,126.20
9863,Silicon carbide,[C-]#[Si+],CSi,40.096
9864,Cyanamide,C(#N)N,CH2N2,42.040
9865,Thiirane,C1CS1,C2H4S,60.12
9866,"Arsine, difluoromethyl",C[As](F)F,CH3AsF2,127.953
9867,2-Fluoropropane,CC(C)F,C3H7F,62.09
9868,"1,1,1-Trifluoroethane",CC(F)(F)F,C2H3F3,84.04
9869,Fluorotrimethylsilane,C[Si](C)(C)F,C3H9FSi,92.19
9870,Methyl fluorosulfate,COS(=O)(=O)F,CH3FO3S,114.10
9871,Methyl trifluoromethyl ketone,CC(=O)C(F)(F)F,C3H3F3O,112.05
9872,"2,2,3,3,3-Pentafluoropropanol",C(C(C(F)(F)F)(F)F)O,C3H3F5O,150.05
9873,Perfluorooctyl bromide,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C8BrF17,498.96
9874,Diethyl hexafluoroglutarate,CCOC(=O)C(C(C(C(=O)OCC)(F)F)(F)F)(F)F,C9H10F6O4,296.16
9875,"[(9S,14S,16R,17R)-17-acetyl-6-chloro-10,13,16-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",CC1CC2C3C=C(C4=CC(=O)CCC4(C3CCC2(C1(C(=O)C)OC(=O)C)C)C)Cl,C24H31ClO4,419.0
9876,"1-Chloro-1,2,2-trifluoro-1,2-dinitroethane",C(C([N+](=O)[O-])(F)Cl)([N+](=O)[O-])(F)F,C2ClF3N2O4,208.48
9877,"2-Chloro-1,1,2-trifluoroethyl methyl ether",COC(C(F)Cl)(F)F,C3H4ClF3O,148.51
9878,Fluorometholone,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,C22H29FO4,376.5
9879,"BARBITURIC ACID, 5-(p-CHLOROPHENYL)-5-ETHYL-",CCC1(C(=O)NC(=O)NC1=O)C2=CC=C(C=C2)Cl,C12H11ClN2O3,266.68
9880,Cyproterone Acetate,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,C24H29ClO4,416.9
9881,"Acetic acid, difluoronitro-, methyl ester",COC(=O)C([N+](=O)[O-])(F)F,C3H3F2NO4,155.06
9882,Profadol,CCCC1(CCN(C1)C)C2=CC(=CC=C2)O,C14H21NO,219.32
9883,Hexafluoropropylene oxide,C1(C(O1)(F)F)(C(F)(F)F)F,C3F6O,166.02
9884,"Ethane, 2-chloro-1,1-difluoro-1-methoxy-",COC(CCl)(F)F,C3H5ClF2O,130.52
9885,"Ammonium, tetraethyl-, hexafluorophosphate(1-)",CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,C8H20F6NP,275.22
9886,Hexafluorophosphate,F[P-](F)(F)(F)(F)F,F6P-,144.9641810
9887,"Ammonium, (2-fluoroethyl)triethyl-, bromide",CC[N+](CC)(CC)CCF.[Br-],C8H19BrFN,228.15
9888,Triethyl(2-fluoroethyl)azanium,CC[N+](CC)(CC)CCF,C8H19FN+,148.24
9889,Fluoroacetone,CC(=O)CF,C3H5FO,76.07
9890,"1,1,2-Trifluoroethane",C(C(F)F)F,C2H3F3,84.04
9891,"N,N-Dimethylcarbamic fluoride",CN(C)C(=O)F,C3H6FNO,91.08
9892,"2,2,2-Trifluoro-1-methoxyethanol",COC(C(F)(F)F)O,C3H5F3O2,130.07
9893,Methyl trifluoroacetate,COC(=O)C(F)(F)F,C3H3F3O2,128.05
9894,"2-Chloro-1,1,1,3,3,3-hexafluoropropane",C(C(F)(F)F)(C(F)(F)F)Cl,C3HClF6,186.48
9895,beta-Cyclocitral,CC1=C(C(CCC1)(C)C)C=O,C10H16O,152.23
9896,17-alpha-Allylestr-4-en-17-beta-ol,CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34,C21H32O,300.5
9897,"Ethanol, 1-ethoxy-2,2,2-trifluoro-",CCOC(C(F)(F)F)O,C4H7F3O2,144.09
9898,2-Fluorobutanoic acid,CCC(C(=O)O)F,C4H7FO2,106.10
9899,2-(Trifluoromethyl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,C8H5F3O2,190.12
9900,Dihydroxyfluoroprogesterone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CF)O)C)O,C21H29FO4,364.4
9901,"(17R)-17-ethynyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C,C21H28O2,312.4
9902,"(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-2-(hydroxymethylene)-10,13,17-trimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,C21H32O3,332.5
9903,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,376.6
9904,Nandrolone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,C18H26O2,274.4
9905,"2,2,2-Trifluoroacetophenone",C1=CC=C(C=C1)C(=O)C(F)(F)F,C8H5F3O,174.12
9906,Octafluorotoluene,C1(=C(C(=C(C(=C1F)F)F)F)F)C(F)(F)F,C7F8,236.06
9907,"Tribenzo(de,ij,q)naphtho(2,1,8-uva)pentaphene",C1=CC=C2C=C3C4=C5C(=CC3=CC2=C1)C6=C(C7=CC=CC8=C7C9=C(C=CC=C96)C=C8)C1=CC=CC(=C15)C=C4,C38H20,476.6
9908,,CCC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)O,C18H16O3,280.3
9909,,COC1=CC(=O)C2=C(C3=C(C=CC(=C3)O)OC2=C1)O,C14H10O5,258.23
9910,,CCC(=O)N1CC2CC1CN(C2)CC=CC3=CC(=CC=C3)[N+](=O)[O-].Cl,C18H24ClN3O3,365.9
9911,,CCC(=O)N1CC2CC1CN(C2)CC=CC3=CC(=CC=C3)[N+](=O)[O-],C18H23N3O3,329.4
9912,Xanthinol Nicotinate,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,C19H26N6O6,434.4
9913,Xanthinol,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O,C13H21N5O4,311.34
9914,"(16R)-17-acetyl-16-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC(=O)C1C(CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,C21H30O3,330.5
9915,"(3S,5S,17S)-3-fluoro-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-ol",CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)F,C19H31FO,294.4
9916,Chlordiazepoxide hydrochloride,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O.Cl,C16H15Cl2N3O,336.2
9917,"3-(5H-Dibenzo(a,d)cyclohepten-5-ylidene)propyl(methyl)ammonium chloride",CNCCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl,C19H20ClN,297.8
9918,Norcyclobenzaprine,CNCCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,C19H19N,261.4
9919,,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)[O-].[Na+],C18H21NaO5S,372.4
9920,,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,C18H22O5S,350.4
9921,"BENZ(c)ACRIDINE, 11-FLUORO-7-METHYL-",CC1=C2C=CC=C(C2=NC3=C1C=CC4=CC=CC=C43)F,C18H12FN,261.3
9922,"1,2-Naphthalenedione, 4-(1-aziridinyl)-",C1CN1C2=CC(=O)C(=O)C3=CC=CC=C32,C12H9NO2,199.20
9923,"2,3,4,5,6-Pentafluorobenzyl Alcohol",C(C1=C(C(=C(C(=C1F)F)F)F)F)O,C7H3F5O,198.09
9924,(+-)-Benzoin oxime,C1=CC=C(C=C1)C(C(=NO)C2=CC=CC=C2)O,C14H13NO2,227.26
9925,Benanserin,CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OC)CCN,C19H22N2O,294.4
9926,"3-Furanmethylamine, N,N-dimethyl-2,5-diphenyl-, hydrochloride",CN(C)CC1=C(OC(=C1)C2=CC=CC=C2)C3=CC=CC=C3.Cl,C19H20ClNO,313.8
9927,"N,N-Dimethyl-2,5-diphenyl-3-furanmethanamine",CN(C)CC1=C(OC(=C1)C2=CC=CC=C2)C3=CC=CC=C3,C19H19NO,277.4
9928,"2-(2,5-Diphenylfuran-3-yl)-N,N-dimethylethan-1-amine--hydrogen chloride (1/1)",CN(C)CCC1=C(OC(=C1)C2=CC=CC=C2)C3=CC=CC=C3.Cl,C20H22ClNO,327.8
9929,"2-(2,5-diphenylfuran-3-yl)-N,N-dimethylethanamine",CN(C)CCC1=C(OC(=C1)C2=CC=CC=C2)C3=CC=CC=C3,C20H21NO,291.4
9930,"3-Furanpropylamine, N,N-dimethyl-2,5-diphenyl-, hydrochloride",CN(C)CCCC1=C(OC(=C1)C2=CC=CC=C2)C3=CC=CC=C3.Cl,C21H24ClNO,341.9
9931,"3-(2,5-diphenylfuran-3-yl)-N,N-dimethylpropan-1-amine",CN(C)CCCC1=C(OC(=C1)C2=CC=CC=C2)C3=CC=CC=C3,C21H23NO,305.4
9932,"2-(1-Aziridinyl)-5,6,7,8-tetrahydro-1,4-naphthalenedione",C1CCC2=C(C1)C(=O)C=C(C2=O)N3CC3,C12H13NO2,203.24
9933,2-Chloro-6-fluorotoluene,CC1=C(C=CC=C1Cl)F,C7H6ClF,144.57
9934,Timonacic,C1C(NCS1)C(=O)O,C4H7NO2S,133.17
9935,2-Fluorobenzoic acid,C1=CC=C(C(=C1)C(=O)O)F,C7H5FO2,140.11
9936,"2,6-Dinitro-4-(trifluoromethyl)aniline",C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])C(F)(F)F,C7H4F3N3O4,251.12
9937,5-Fluoro-2-nitrophenol,C1=CC(=C(C=C1F)O)[N+](=O)[O-],C6H4FNO3,157.10
9938,"1,2-Dihydronaphthalene",C1CC2=CC=CC=C2C=C1,C10H10,130.19
9939,,CCC(=O)N1CC2CC1CN(C2)CC=C(C)C3=CC=CC=C3,C19H26N2O,298.4
9940,,CCC(=O)N1CC2CC1CN(C2)CC=CC3=CC=CC=C3[N+](=O)[O-].Cl,C18H24ClN3O3,365.9
9941,,CCC(=O)N1CC2CC1CN(C2)CC=CC3=CC=CC=C3[N+](=O)[O-],C18H23N3O3,329.4
9942,"1-[3-(3-Phenylprop-2-enyl)-3,8-diazabicyclo[3.2.1]octan-8-yl]propan-1-one",CCC(=O)N1C2CCC1CN(C2)CC=CC3=CC=CC=C3,C18H24N2O,284.4
9943,,CCC(=O)N1CC2CC1CN(C2)CC=CC3=CC=C(C=C3)[N+](=O)[O-].Cl,C18H24ClN3O3,365.9
9944,,CCC(=O)N1CC2CC1CN(C2)CC=CC3=CC=C(C=C3)[N+](=O)[O-],C18H23N3O3,329.4
9945,"Acetanilide, 2-fluoro-4'-phenyl-",C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)CF,C14H12FNO,229.25
9946,2-Fluoro-1-phenylethan-1-ol,C1=CC=C(C=C1)C(CF)O,C8H9FO,140.15
